snapshot_id,charge_date,resource_key,currency,unit,source_row_count,quantity_milli,billing_cents,effective_cents,list_cents,billing_credit_cents,effective_credit_cents,list_credit_cents
DEMO-S2,2025-01-28,DEMO-NETWORK,EUR,GB,1,1000,1680,1630,1780,0,0,0
DEMO-S2,2025-01-28,DEMO-STORAGE,EUR,GB-month,1,1000,1480,1430,1580,0,0,0
DEMO-S2,2025-01-29,DEMO-COMPUTE,EUR,hour,2,2000,2630,2530,2830,0,0,0
DEMO-S2,2025-01-29,DEMO-NETWORK,EUR,GB,1,1000,1690,1640,1790,0,0,0
DEMO-S2,2025-01-29,DEMO-STORAGE,EUR,GB-month,1,1000,1490,1440,1590,0,0,0
DEMO-S2,2025-01-30,DEMO-COMPUTE,EUR,hour,2,2000,2650,2550,2850,0,0,0
DEMO-S2,2025-01-30,DEMO-NETWORK,EUR,GB,1,1000,1700,1650,1800,0,0,0
DEMO-S2,2025-01-30,DEMO-STORAGE,EUR,GB-month,1,1000,1500,1450,1600,0,0,0
DEMO-S2,2025-01-31,DEMO-COMPUTE,EUR,hour,2,2000,2670,2570,2870,0,0,0
DEMO-S2,2025-01-31,DEMO-NETWORK,EUR,GB,1,1000,1710,1660,1810,0,0,0
DEMO-S2,2025-01-31,DEMO-STORAGE,EUR,GB-month,1,1000,1510,1460,1610,0,0,0
DEMO-S2,2025-02-01,DEMO-COMPUTE,EUR,hour,2,2000,2070,1970,2270,0,0,0
DEMO-S2,2025-02-01,DEMO-NETWORK,EUR,GB,1,1000,1410,1360,1510,0,0,0
DEMO-S2,2025-02-01,DEMO-STORAGE,EUR,GB-month,1,1000,1210,1160,1310,0,0,0
DEMO-S2,2025-02-02,DEMO-COMPUTE,EUR,hour,2,2000,2090,1990,2290,0,0,0
DEMO-S2,2025-02-02,DEMO-NETWORK,EUR,GB,1,1000,1420,1370,1520,0,0,0
DEMO-S2,2025-02-02,DEMO-STORAGE,EUR,GB-month,1,1000,1220,1170,1320,0,0,0
DEMO-S2,2025-02-03,DEMO-COMPUTE,EUR,hour,2,2000,2110,2010,2310,0,0,0
DEMO-S2,2025-02-03,DEMO-NETWORK,EUR,GB,1,1000,1430,1380,1530,0,0,0
DEMO-S2,2025-02-03,DEMO-STORAGE,EUR,GB-month,1,1000,1230,1180,1330,0,0,0
DEMO-S2,2025-02-04,DEMO-COMPUTE,EUR,hour,2,2000,2130,2030,2330,0,0,0
DEMO-S2,2025-02-04,DEMO-NETWORK,EUR,GB,1,1000,1440,1390,1540,0,0,0
DEMO-S2,2025-02-04,DEMO-STORAGE,EUR,GB-month,1,1000,1240,1190,1340,0,0,0
DEMO-S2,2025-02-05,DEMO-COMPUTE,EUR,hour,2,2000,2150,2050,2350,0,0,0
DEMO-S2,2025-02-05,DEMO-NETWORK,EUR,GB,1,1000,1450,1400,1550,0,0,0
DEMO-S2,2025-02-05,DEMO-STORAGE,EUR,GB-month,1,1000,1250,1200,1350,0,0,0
DEMO-S2,2025-02-06,DEMO-COMPUTE,EUR,hour,2,2000,2170,2070,2370,0,0,0
DEMO-S2,2025-02-06,DEMO-NETWORK,EUR,GB,1,1000,1460,1410,1560,0,0,0
DEMO-S2,2025-02-06,DEMO-STORAGE,EUR,GB-month,1,1000,1260,1210,1360,0,0,0
DEMO-S2,2025-02-07,DEMO-COMPUTE,EUR,hour,2,2000,2190,2090,2390,0,0,0
DEMO-S2,2025-02-07,DEMO-NETWORK,EUR,GB,1,1000,1470,1420,1570,0,0,0
DEMO-S2,2025-02-07,DEMO-STORAGE,EUR,GB-month,1,1000,1270,1220,1370,0,0,0
DEMO-S2,2025-02-08,DEMO-COMPUTE,EUR,hour,2,2000,2210,2110,2410,0,0,0
DEMO-S2,2025-02-08,DEMO-NETWORK,EUR,GB,1,1000,1480,1430,1580,0,0,0
DEMO-S2,2025-02-08,DEMO-STORAGE,EUR,GB-month,1,1000,1280,1230,1380,0,0,0
DEMO-S2,2025-02-09,DEMO-COMPUTE,EUR,hour,2,2000,2230,2130,2430,0,0,0
DEMO-S2,2025-02-09,DEMO-NETWORK,EUR,GB,1,1000,1490,1440,1590,0,0,0
DEMO-S2,2025-02-09,DEMO-STORAGE,EUR,GB-month,1,1000,1290,1240,1390,0,0,0
DEMO-S2,2025-02-10,DEMO-COMPUTE,EUR,hour,2,2000,2250,2150,2450,0,0,0
DEMO-S2,2025-02-10,DEMO-NETWORK,EUR,GB,1,1000,-100,-150,0,-100,-150,0
DEMO-S2,2025-02-10,DEMO-STORAGE,EUR,GB-month,1,1000,1300,1250,1400,0,0,0
DEMO-S2,2025-02-11,DEMO-COMPUTE,EUR,hour,2,2000,2270,2170,2470,0,0,0
DEMO-S2,2025-02-11,DEMO-NETWORK,EUR,GB,1,1000,1510,1460,1610,0,0,0
DEMO-S2,2025-02-11,DEMO-STORAGE,EUR,GB-month,1,1000,1310,1260,1410,0,0,0
DEMO-S2,2025-02-12,DEMO-COMPUTE,EUR,hour,2,2000,2290,2190,2490,0,0,0
DEMO-S2,2025-02-12,DEMO-NETWORK,EUR,GB,1,1000,1520,1470,1620,0,0,0
DEMO-S2,2025-02-12,DEMO-STORAGE,EUR,GB-month,1,1000,1320,1270,1420,0,0,0
DEMO-S2,2025-02-13,DEMO-COMPUTE,EUR,hour,2,2000,2310,2210,2510,0,0,0
DEMO-S2,2025-02-13,DEMO-NETWORK,EUR,GB,1,1000,1530,1480,1630,0,0,0
DEMO-S2,2025-02-13,DEMO-STORAGE,EUR,GB-month,1,1000,1330,1280,1430,0,0,0
DEMO-S2,2025-02-14,DEMO-COMPUTE,EUR,hour,2,2000,2330,2230,2530,0,0,0
DEMO-S2,2025-02-14,DEMO-NETWORK,EUR,GB,1,1000,1540,1490,1640,0,0,0
DEMO-S2,2025-02-14,DEMO-STORAGE,EUR,GB-month,1,1000,1340,1290,1440,0,0,0
DEMO-S2,2025-02-16,DEMO-COMPUTE,EUR,hour,2,2000,2370,2270,2570,0,0,0
DEMO-S2,2025-02-16,DEMO-NETWORK,EUR,GB,1,1000,1560,1510,1660,0,0,0
DEMO-S2,2025-02-16,DEMO-STORAGE,EUR,GB-month,1,1000,1360,1310,1460,0,0,0
DEMO-S2,2025-02-17,DEMO-COMPUTE,EUR,hour,2,2000,2390,2290,2590,0,0,0
DEMO-S2,2025-02-17,DEMO-NETWORK,EUR,GB,1,1000,1570,1520,1670,0,0,0
DEMO-S2,2025-02-17,DEMO-STORAGE,EUR,GB-month,1,1000,1370,1320,1470,0,0,0
DEMO-S2,2025-02-18,DEMO-COMPUTE,EUR,hour,2,2000,2410,2310,2610,0,0,0
DEMO-S2,2025-02-18,DEMO-NETWORK,EUR,GB,1,1000,1580,1530,1680,0,0,0
DEMO-S2,2025-02-18,DEMO-STORAGE,EUR,GB-month,1,1000,1380,1330,1480,0,0,0
DEMO-S2,2025-02-19,DEMO-COMPUTE,EUR,hour,2,2000,2430,2330,2630,0,0,0
DEMO-S2,2025-02-19,DEMO-NETWORK,EUR,GB,1,1000,1590,1540,1690,0,0,0
DEMO-S2,2025-02-19,DEMO-STORAGE,EUR,GB-month,1,1000,1390,1340,1490,0,0,0
DEMO-S2,2025-02-20,DEMO-COMPUTE,EUR,hour,2,2000,2450,2350,2650,0,0,0
DEMO-S2,2025-02-20,DEMO-NETWORK,EUR,GB,1,1000,1600,1550,1700,0,0,0
DEMO-S2,2025-02-20,DEMO-STORAGE,EUR,GB-month,1,1000,1400,1350,1500,0,0,0
DEMO-S2,2025-02-21,DEMO-COMPUTE,EUR,hour,2,2000,2470,2370,2670,0,0,0
DEMO-S2,2025-02-21,DEMO-NETWORK,EUR,GB,1,1000,1610,1560,1710,0,0,0
DEMO-S2,2025-02-21,DEMO-STORAGE,EUR,GB-month,1,1000,1410,1360,1510,0,0,0
DEMO-S2,2025-02-22,DEMO-COMPUTE,EUR,hour,2,2000,2490,2390,2690,0,0,0
DEMO-S2,2025-02-22,DEMO-NETWORK,EUR,GB,1,1000,1620,1570,1720,0,0,0
DEMO-S2,2025-02-22,DEMO-STORAGE,EUR,GB-month,1,1000,1420,1370,1520,0,0,0
DEMO-S2,2025-02-23,DEMO-COMPUTE,EUR,hour,2,2000,2510,2410,2710,0,0,0
DEMO-S2,2025-02-23,DEMO-NETWORK,EUR,GB,1,1000,1630,1580,1730,0,0,0
DEMO-S2,2025-02-23,DEMO-STORAGE,EUR,GB-month,1,1000,1430,1380,1530,0,0,0
DEMO-S2,2025-02-24,DEMO-COMPUTE,EUR,hour,2,2000,2530,2430,2730,0,0,0
DEMO-S2,2025-02-24,DEMO-NETWORK,EUR,GB,1,1000,1640,1590,1740,0,0,0
DEMO-S2,2025-02-24,DEMO-STORAGE,EUR,GB-month,1,1000,1440,1390,1540,0,0,0
DEMO-S2,2025-02-25,DEMO-COMPUTE,EUR,hour,2,2000,2550,2450,2750,0,0,0
DEMO-S2,2025-02-25,DEMO-NETWORK,EUR,GB,1,1000,1650,1600,1750,0,0,0
DEMO-S2,2025-02-25,DEMO-STORAGE,EUR,GB-month,1,1000,1450,1400,1550,0,0,0
DEMO-S2,2025-02-26,DEMO-COMPUTE,EUR,hour,2,2000,2570,2470,2770,0,0,0
DEMO-S2,2025-02-26,DEMO-NETWORK,EUR,GB,1,1000,1660,1610,1760,0,0,0
DEMO-S2,2025-02-26,DEMO-STORAGE,EUR,GB-month,1,1000,1460,1410,1560,0,0,0
DEMO-S2,2025-02-27,DEMO-COMPUTE,EUR,hour,2,2000,2590,2490,2790,0,0,0
DEMO-S2,2025-02-27,DEMO-NETWORK,EUR,GB,1,1000,1670,1620,1770,0,0,0
DEMO-S2,2025-02-27,DEMO-STORAGE,EUR,GB-month,1,1000,1470,1420,1570,0,0,0
DEMO-S2,2025-02-28,DEMO-COMPUTE,EUR,hour,2,2000,2610,2510,2810,0,0,0
DEMO-S2,2025-02-28,DEMO-NETWORK,EUR,GB,1,1000,1680,1630,1780,0,0,0
DEMO-S2,2025-02-28,DEMO-STORAGE,EUR,GB-month,1,1000,1480,1430,1580,0,0,0
DEMO-S2,2025-03-01,DEMO-COMPUTE,EUR,hour,2,2000,2070,1970,2270,0,0,0
DEMO-S2,2025-03-01,DEMO-NETWORK,EUR,GB,1,1000,1410,1360,1510,0,0,0
DEMO-S2,2025-03-01,DEMO-STORAGE,EUR,GB-month,1,1000,1210,1160,1310,0,0,0
DEMO-S2,2025-03-02,DEMO-COMPUTE,EUR,hour,2,2000,2090,1990,2290,0,0,0
DEMO-S2,2025-03-02,DEMO-NETWORK,EUR,GB,1,1000,1420,1370,1520,0,0,0
DEMO-S2,2025-03-02,DEMO-STORAGE,EUR,GB-month,1,1000,1220,1170,1320,0,0,0
DEMO-S2,2025-03-03,DEMO-COMPUTE,EUR,hour,2,2000,2110,2010,2310,0,0,0
DEMO-S2,2025-03-03,DEMO-NETWORK,EUR,GB,1,1000,1430,1380,1530,0,0,0
DEMO-S2,2025-03-03,DEMO-STORAGE,EUR,GB-month,1,1000,1230,1180,1330,0,0,0
